idPhanLoai,idPhanLoaiCha,tenKhoaHoc,tenTiengViet,tenTiengAnh,bacPhanLoai_vi,bacPhanLoai_en,ghiChu
348,332.0,Caryophyllales,Diệp đỏ,,Bộ,Order,
349,334.0,Polypodiales,Dương xỉ,,Bộ,Order,
350,333.0,Zingiberales,Gừng,,Bộ,Order,
351,332.0,Piperales,Hồ tiêu,,Bộ,Order,
352,332.0,Boraginales,Hoa diệp hương,,Bộ,Order,
353,332.0,Rosales,Hoa hồng,,Bộ,Order,
354,332.0,Lamiales,Hoa môi,,Bộ,Order,
355,333.0,Dioscoreales,Khoai,,Bộ,Order,
356,332.0,Malpighiales,Lanh,,Bộ,Order,
357,332.0,Gentianales,Long đảm,,Bộ,Order,
358,332.0,Magnoliales,Mộc lan,,Bộ,Order,
359,332.0,Ranunculales,Mộc phòng kỷ,,Bộ,Order,
360,332.0,Apiales,Nhân sâm,,Bộ,Order,
361,332.0,Vitales,Nho,,Bộ,Order,
362,332.0,Aquifoliales,Nhựa rùi,,Bộ,Order,
363,333.0,Alismatales,Ráy,,Bộ,Order,
364,332.0,Malpighiales,Sơ ri,,Bộ,Order,
365,332.0,Nymphaeales,Súng,,Bộ,Order,
366,332.0,Santalales,Tầm gửi,,Bộ,Order,
367,332.0,Ericales,Thạch nam,,Bộ,Order,
368,333.0,Commelinales,Thài Lài,,Bộ,Order,
369,335.0,Cucurbitaceae,Bầu bí,,Họ,Family,
370,336.0,Salviniaceae,Bèo ong,,Họ,Family,
371,336.0,Marsileaceae,Rau bợ,,Họ,Family,
372,337.0,Schizaeaceae,Bòng bong,,Họ,Family,
373,338.0,Convolvulaceae,Bìm bìm,,Họ,Family,
374,338.0,Solanaceae,Cà,,Họ,Family,
375,338.0,Cuscutaceae,Tơ hồng,,Họ,Family,
376,339.0,Capparaceae,Màn màn,,Họ,Family,
377,340.0,Rutaceae,Cam,,Họ,Family,
378,341.0,Malvaceae,Bông,,Họ,Family,
379,341.0,Malvaceae,Cẩm quỳ,,Họ,Family,
380,341.0,Tiliaceae,Đay,,Họ,Family,
381,341.0,Clusiaceae,Măng cụt,,Họ,Family,
382,342.0,Arecaceae,Cau,,Họ,Family,
383,343.0,Cyperaceae,Cói,,Họ,Family,
384,343.0,Poaceae,Hòa thảo,,Họ,Family,
385,343.0,Typhaceae,Hương bồ,,Họ,Family,
386,343.0,Flagellariaceae,Mây nước,,Họ,Family,
387,344.0,Asteraceae,Cúc,,Họ,Family,
388,345.0,Elaeocarpaceae,Côm,,Họ,Family,
389,345.0,Passifloraceae,Nhãn lòng,,Họ,Family,
390,346.0,Combretaceae,Bàng,,Họ,Family,
391,346.0,Lythraceae,Bằng lăng,,Họ,Family,
392,346.0,Melastomataceae,Mua,,Họ,Family,
393,346.0,Onagraceae,Rau dừa,,Họ,Family,
394,346.0,Myrtaceae,Sim,,Họ,Family,
395,347.0,Fabaceae,Đậu,,Họ,Family,
396,348.0,Amaranthaceae,Dền,,Họ,Family,
397,348.0,Basellaceae,Mồng tơi,,Họ,Family,
398,348.0,Nepenthaceae,Nắp ấm,,Họ,Family,
399,348.0,Aizoaceae,Phiên hạnh,,Họ,Family,
400,348.0,Polygonaceae,Rau răm,,Họ,Family,
401,348.0,Portulacaceae,Rau sam,,Họ,Family,
402,348.0,Phytolaccaceae,Thương lục,,Họ,Family,
403,349.0,Polypodiaceae,Dương xỉ phụ sinh,,Họ,Family,
404,349.0,Parkeriaceae,Gạc nai,,Họ,Family,
405,349.0,Dryopteridaceae,Ráng cánh bần,,Họ,Family,
406,349.0,Blechnaceae,Ráng lá dừa,,Họ,Family,
407,349.0,Thelypteridaceae,Ráng thư đực,,Họ,Family,
408,349.0,Aspleniaceae,Tổ điểu,,Họ,Family,
409,350.0,Zingiberaceae,Gừng,,Họ,Family,
410,351.0,Saururaceae,Giấp cá,,Họ,Family,
411,351.0,Piperaceae,Hồ tiêu,,Họ,Family,
412,352.0,Boraginaceae,Vòi voi,,Họ,Family,
413,353.0,Moraceae,Dâu tằm,,Họ,Family,
414,353.0,Ulmaceae,Du,,Họ,Family,
415,353.0,Urticaceae,Gai,,Họ,Family,
416,354.0,Lamiaceae,Bạc hà,,Họ,Family,
417,354.0,Scrophulariaceae,Hoa mõm chó,,Họ,Family,
418,354.0,Acanthaceae,Ô rô,,Họ,Family,
419,354.0,Bignoniaceae,Quao,,Họ,Family,
420,354.0,Lentibulariaceae,Rong ly,,Họ,Family,
421,354.0,Verbenaceae,Tếch,,Họ,Family,
422,355.0,Dioscoreaceae,Củ nâu,,Họ,Family,
423,356.0,Linaceae,Lanh,,Họ,Family,
424,357.0,Apocynaceae,Bông tai,,Họ,Family,
425,357.0,Rubiaceae,Cà phê,,Họ,Family,
426,357.0,Asclepiadaceae,Thiên lý,,Họ,Family,
427,357.0,Apocynaceae,Trúc đào,,Họ,Family,
428,358.0,Annonaceae,Na,,Họ,Family,
429,359.0,Menispermaceae,Tiết dê,,Họ,Family,
430,360.0,Araliaceae,Nhân sâm,,Họ,Family,
431,361.0,Vitaceae,Nho,,Họ,Family,
432,361.0,Leeaceae,Rối hạc,,Họ,Family,
433,362.0,Aquifoliaceae,Bùi,,Họ,Family,
434,363.0,Lemnaceae,Bèo tấm,,Họ,Family,
435,363.0,Araceae,Ráy,,Họ,Family,
436,363.0,Alismataceae,Trạch tả,,Họ,Family,
437,364.0,Euphorbiaceae,Thầu dầu,,Họ,Family,
438,365.0,Nymphaeaceae,Súng,,Họ,Family,
439,366.0,Loranthaceae,Tầm gửi,,Họ,Family,
440,367.0,Styracaceae,Bồ đề,,Họ,Family,
441,368.0,Pontederiaceae,Lục bình,,Họ,Family,
442,368.0,Commelinaceae,Rau trai,,Họ,Family,
443,416.0,Hyptis capitata,É lớn đầu,"False Ironwort, Knobweed",Loài,Species,
444,390.0,Combretum quadrangulare,Trâm bầu,Sakae Naa,Loài,Species,
445,391.0,Lagerstroemia speciosa,Bằng lăng,"Queen Crape Myrtle, Pride of India",Loài,Species,
446,369.0,Zehneria indica,Chùm thẳng,Indian Zehneria,Loài,Species,
447,369.0,Trichosanthes tricuspidata,Cứt quạ trái lớn,"Red Ball Snake Gourd, Bitter Snake Gourd",Loài,Species,
448,369.0,Gymnopetalum integrifolium,Cứt quạ trái nhỏ,Smooth Snake Gourd,Loài,Species,
449,369.0,Coccinia grandis,Mảnh bát,"Ivy Gourd, Scarlet Gourd",Loài,Species,
450,369.0,Luffa operculata,Mướp rừng,"Wild Loofah, Sponge Gourd",Loài,Species,
451,370.0,Salvinia cucullata,Bèo tai chuột,Asian Watermoss,Loài,Species,
452,434.0,Lemna minor,Bèo cám,Common Duckweed,Loài,Species,
453,373.0,Merremia umbellata,Bìm,Hogvine,Loài,Species,
454,373.0,Ipomoea obscura,Bìm mờ,Obscure Morning Glory,Loài,Species,
455,373.0,Ipomoea aquatica,Rau muống,"Water Spinach, Water Morning Glory",Loài,Species,
456,373.0,Cuscuta hygrophilae,Tơ hồng,Dodder,Loài,Species,
457,440.0,Styrax agrestis,Mét,Wild Styrax,Loài,Species,
458,378.0,Abelmoschus moschatus,Bụp vang,"Musk Mallow, Musk Okra",Loài,Species,
459,378.0,Thespesia populnea,Tra bồ đề,"Portia Tree, Pacific Rosewood",Loài,Species,
460,372.0,Lygodium japonicum,Bòng bong leo,Japanese Climbing Fern,Loài,Species,
461,424.0,Dischidia major,Mỏ quạ,Ant Plant,Loài,Species,
462,433.0,Ilex cymosa,Bùi,Florida Holly,Loài,Species,
463,374.0,Solanum torvum,Cà dại hoa trắng,"Turkey Berry, Pea Eggplant",Loài,Species,
464,374.0,Solanum nigrum,Nụ áo,Black Nightshade,Loài,Species,
465,374.0,Capsicum frutescens,Ớt,"Bird's Eye Chili, Tabasco Pepper",Loài,Species,
466,374.0,Physalis angulata,Thù lù,"Angular Winter Cherry, Cut-leaf Ground Cherry",Loài,Species,
467,425.0,Hedyotis crassifolia,An điền lá dầy,Thick-leaved Hedyotis,Loài,Species,
468,425.0,Hydnophytum formicarum,Bí kỳ nam,Ant Plant,Loài,Species,
469,425.0,Uncaria acida,Câu đằng,Hook Vine,Loài,Species,
470,425.0,Hedyotis corymbosa,Cóc mẵn,Diamond Flower,Loài,Species,
471,425.0,Gynochthodes coriacea,Dây vỏ voi,Leathery Morinda,Loài,Species,
472,425.0,Nauclea orientalis,Gáo vàng,Leichhardt Tree,Loài,Species,
473,425.0,Psychotria serpens,Lấu bò,Creeping Psychotria,Loài,Species,
474,425.0,Paederia linearis,Mơ,"Stinkvine, Skunkvine",Loài,Species,
475,425.0,Paederia lanuginosa,Mơ lông,Hairy Skunkvine,Loài,Species,
476,425.0,Morinda citrifolia,Nhàu,"Noni, Indian Mulberry",Loài,Species,
477,425.0,Borreria articularis,Ruột gà,Jointed Borreria,Loài,Species,
478,377.0,Evodia lepta,Bí bái,Slender Evodia,Loài,Species,
479,378.0,Hibiscus sabdariffa,Dấm,"Roselle, Hibiscus",Loài,Species,
480,378.0,Ceiba pentandra,Gòn,Kapok Tree,Loài,Species,
481,378.0,Sida rhombifolia,Ké hoa vàng,Arrowleaf Sida,Loài,Species,
482,382.0,Licuala spinosa,Mật cật gai,Mangrove Fan Palm,Loài,Species,
483,383.0,Rhynchospora triflora,Chủy tử ba hoa,Three-flowered Beaksedge,Loài,Species,
484,383.0,Fimbristylis miliacea,Cỏ chác,Globe Fringerush,Loài,Species,
485,383.0,Cyperus difformis,Cỏ chao,"Variable Flatsedge, Smallflower Umbrella Sedge",Loài,Species,
486,383.0,Fuirena umbellata,Cỏ đắng tán,Umbrella Sedge,Loài,Species,
487,383.0,Kyllinga nemoralis,Cói bạc đầu rừng,Whitehead Spikesedge,Loài,Species,
488,383.0,Kyllinga sp.,Cói bạc đầu,Spikesedge,Loài,Species,
489,383.0,Kyllinga brevifolia,Cói bạc đầu lá ngắn,Shortleaf Spikesedge,Loài,Species,
490,383.0,Cyperus imbricatus,Cói bông lợp,Shingle Flatsedge,Loài,Species,
491,383.0,Cyperus diffusus var. macrostachyus,Cói bông to,Large-spike Flatsedge,Loài,Species,
492,383.0,Cyperus compressus,Cói hoa dẹp,Flat Sedge,Loài,Species,
493,383.0,Mapania bancana,Cói rừng,Thoracostachyum Sedge,Loài,Species,
494,383.0,Cyperus odoratus,Cói thơm,Fragrant Flatsedge,Loài,Species,
495,383.0,Cyperus distans,Cói thưa,Slender Cyperus,Loài,Species,
496,383.0,Mariscus javanicus,Cói tương Java,Javanese Sedge,Loài,Species,
497,383.0,Cyperus haspan,Cú cơm,"Haspan Flatsedge, Dwarf Papyrus",Loài,Species,
498,383.0,Pycreus polystachyos,Cú ma,Manyspike Flatsedge,Loài,Species,
499,383.0,Cyperus iria,Cú rận,Rice Flat Sedge,Loài,Species,
500,383.0,Scleria oblata,Cương rộng,Broadleaf Nutrush,Loài,Species,
501,383.0,Scleria sumatrensis,Mây khía,Sumatran Nutrush,Loài,Species,
502,383.0,Scirpus grossus,Lác hến,Giant Bulrush,Loài,Species,
503,383.0,Eleocharis retroflexa,Năng cong,Curly Spikerush,Loài,Species,
504,383.0,Eleocharis dulcis,Năng ống,Chinese Water Chestnut,Loài,Species,
505,383.0,Cyperus digitatus,U du tía,Finger Sedge,Loài,Species,
506,383.0,Cyperus elatus,"U du, cói màu",Tall Flatsedge,Loài,Species,
507,388.0,Elaeocarpus griffithii,Côm tầng,Griffith's Elaeocarpus,Loài,Species,
508,422.0,Dioscorea glabra,Khoai rạng,Wild Yam,Loài,Species,
509,387.0,Cyanthillium cinereum,Bạch đầu ông,"Little Ironweed, Ash-coloured Fleabane",Loài,Species,
510,387.0,Synedrella nodiflora,Bọ xít,"Nodeweed, Cinderella Weed",Loài,Species,
511,387.0,Blumea glandulosa,Cải trời,Glandular Blumea,Loài,Species,
512,387.0,Blumea barbata,Cải trời bông,Bearded Blumea,Loài,Species,
513,387.0,Emilia scabra,Chua lè nhám,Rough Emilia,Loài,Species,
514,387.0,Ageratum conyzoides,Cỏ cức heo,"Billygoat Weed, Goatweed",Loài,Species,
515,387.0,Chromolaena odorata,Cỏ lào,"Siam Weed, Chromolaena",Loài,Species,
516,387.0,Eupatorium coelestinum,Cỏ lào bông tím,Thoroughwort,Loài,Species,
517,387.0,Eclipta prostrata,Cỏ mực,False Daisy,Loài,Species,
518,387.0,Sphaeranthus africanus,Chân vịt,African Globe Thistle,Loài,Species,
519,387.0,Struchium sparganophorum,Cốc đồng,Buttonweed,Loài,Species,
520,387.0,Centratherum intermedium,Cúc tím hồng,Brazilian Button Flower,Loài,Species,
521,387.0,Bidens pilosa,Hoa xuyến chi,"Black-jack, Spanish Needle",Loài,Species,
522,387.0,Xanthium strumarium,Ké đầu ngựa,Rough Cocklebur,Loài,Species,
523,387.0,Gynura procumbens,Kim thất,Longevity Spinach,Loài,Species,
524,387.0,Pluchea indica,Lức,"Indian Camphorweed, Indian Fleabane",Loài,Species,
525,387.0,Spilanthes oleracea,Núc áo rau,"Toothache Plant, Paracress",Loài,Species,
526,387.0,Grangea maderaspatana,Rau cóc,Madras Carpet Weed,Loài,Species,
527,387.0,Pluchea pteropoda,Sài hồ nam,Winged Camphorweed,Loài,Species,
528,387.0,Crassocephalum crepidioides,Tàu bay,Red Gynura,Loài,Species,
529,395.0,Vigna adenantha,Đậu hoa tuyến,Glandular Cowpea,Loài,Species,
530,395.0,Vigna luteola,Đậu ma,Hairy Cowpea,Loài,Species,
531,395.0,Cajanus cajan,"Đậu săng, đậu chiều",Pigeon Pea,Loài,Species,
532,395.0,Aeschynomene aspera,Điền ma nhám,Pith Plant,Loài,Species,
533,395.0,Acacia auriculiformis,Keo lá tràm,"Earleaf Acacia, Northern Black Wattle",Loài,Species,
534,395.0,Crotalaria pallida,Lục lạc ba lá tròn,Smooth Crotalaria,Loài,Species,
535,395.0,Mimosa pigra,Mai dương,Giant Sensitive Plant,Loài,Species,
536,395.0,Senna tora,Muồng lạc,Sickle Senna,Loài,Species,
537,395.0,Senna alata,Muồng trâu,"Candle Bush, Ringworm Tree",Loài,Species,
538,395.0,Desmodium triflorum,Tràng quả ba hoa,Three-flower Beggarweed,Loài,Species,
539,395.0,Mimosa pudica,Trinh nữ,"Sensitive Plant, Touch-me-not",Loài,Species,
540,413.0,Ficus microcarpa,Gừa,"Chinese Banyan, Indian Laurel",Loài,Species,
541,413.0,Ficus benjamina,Sanh,"Weeping Fig, Benjamin Fig",Loài,Species,
542,413.0,Ficus pisocarpa,Sộp,Pea-fruited Fig,Loài,Species,
543,413.0,Ficus racemosa,Sung,Cluster Fig,Loài,Species,
544,413.0,Ficus hispida,Sung dại,Hairy Fig,Loài,Species,
545,413.0,Ficus sundaica,Sung sundai,Sunda Fig,Loài,Species,
546,380.0,Corchorus aestuans,Rau đay rừng,Wild Jute,Loài,Species,
547,380.0,Muntingia calabura,Trứng cá,"Jamaica Cherry, Singapore Cherry",Loài,Species,
548,396.0,Hoya carnosa,Cầm cù,"Wax Plant, Porcelain Flower",Loài,Species,
549,396.0,Hoya pottsii,Cầm cù,Potts' Hoya,Loài,Species,
550,396.0,Achyranthes aspera,Cỏ xước,Prickly Chaff Flower,Loài,Species,
551,396.0,Tylophora flexuosa,Đầu đài mảnh,Flexible Tylophora,Loài,Species,
552,396.0,Amaranthus spinosus,Dền gai,Spiny Amaranth,Loài,Species,
553,396.0,Alternanthera repens,Rau diệu,Creeping Joyweed,Loài,Species,
554,396.0,Alternanthera sessilis,Rau diếc,Sessile Joyweed,Loài,Species,
555,414.0,Trema tomentosa,Trần mai,Poison Peach,Loài,Species,
556,403.0,Pyrrosia piloselloides,Ráng hỏa mạc đực xỉ,Dragon Scale Fern,Loài,Species,
557,403.0,Pyrrosia longifolia,Ráng hỏa mạc lá dài,Long-leaved Felt Fern,Loài,Species,
558,403.0,Phymatosorus scolopendria,Ráng thư hàng rít,Wart Fern,Loài,Species,
559,404.0,Acrostichum aureum,Ráng đại,"Golden Leather Fern, Mangrove Fern",Loài,Species,
560,404.0,Ceratopteris thalictroides,Ráng gạc nai,"Water Sprite, Water Fern",Loài,Species,
561,415.0,Poikilospermum suaveolens,Rum thơm,Sweet Poikilospermum,Loài,Species,
562,415.0,Pouzolzia sanguinea,Thuốc dòi cây,Blood-red Pouzolzia,Loài,Species,
563,410.0,Houttuynia cordata,Diếp cá,"Fish Mint, Chameleon Plant",Loài,Species,
564,409.0,Cheilocostus speciosus,Cát lồi,Crape Ginger,Loài,Species,
565,411.0,Peperomia pellucida,Càng cua,Wild Pepper,Loài,Species,
566,411.0,Piper lolot,Lốt,"Wild Betel, La Lot",Loài,Species,
567,417.0,Scoparia dulcis,Cam thảo nam,"Sweet Broomweed, Licoriceweed",Loài,Species,
568,417.0,Lindernia crustacea,Lữ đằng cẩn,Malaysian False Pimpernel,Loài,Species,
569,417.0,Bacopa monnieri,Rau đắng,"Water Hyssop, Brahmi",Loài,Species,
570,384.0,Coix lacryma-jobi,Bo bo,Job's Tears,Loài,Species,
571,384.0,Cyrtococcum accrescens,Cầu dĩnh mọc,Creeping Cyrtococcum,Loài,Species,
572,384.0,Eleusine indica,Cỏ mần trầu,"Goosegrass, Wire Grass",Loài,Species,
573,384.0,Sacciolepis myuros,Cỏ bấc,Asian Sacciolepis,Loài,Species,
574,384.0,Leersia hexandra,Cỏ bắc,Southern Cutgrass,Loài,Species,
575,384.0,Cynodon dactylon,Cỏ chỉ,Bermuda Grass,Loài,Species,
576,384.0,Pseudoraphis brunoniana,Cỏ gạo,Mud Grass,Loài,Species,
577,384.0,Leptochloa fusca,Cỏ lông công,Bearded Sprangletop,Loài,Species,
578,384.0,Echinochloa colonum,Lồng vực cạn,Jungle Rice,Loài,Species,
579,384.0,Brachiaria mutica,Cỏ lông tây,Para Grass,Loài,Species,
580,384.0,Echinochloa crus-galli,Cỏ lồng vực,Barnyard Grass,Loài,Species,
581,384.0,Eriochloa procera,Cỏ mật,Cupgrass,Loài,Species,
582,384.0,Eriochloa polystachya,Cỏ mật nhiều gié,Caribbean Cupgrass,Loài,Species,
583,384.0,Panicum repens,Cỏ ống,Torpedo Grass,Loài,Species,
584,384.0,Imperata cylindrica,Cỏ tranh,"Cogon Grass, Blady Grass",Loài,Species,
585,384.0,Cenchrus ciliaris,Cước lông,Buffel Grass,Loài,Species,
586,384.0,Saccharum spontaneum,Cỏ bông lau,Wild Sugarcane,Loài,Species,
587,384.0,Leptochloa chinensis,Mãnh hòa Trung Quốc,Chinese Sprangletop,Loài,Species,
588,384.0,Hymenachne acutigluma,Mồm mỡ,West Indian Marsh Grass,Loài,Species,
589,384.0,Erianthus arundinaceus,"Nga, Lau",Sugarcane Plume Grass,Loài,Species,
590,384.0,Paspalum conjugatum,San cặp,Sour Paspalum,Loài,Species,
591,384.0,Phragmites australis,Sậy,Common Reed,Loài,Species,
592,384.0,Bambusa blumeana,Tre gai,Spiny Bamboo,Loài,Species,
593,384.0,Digitaria setigera,Túc hình tơ,African Couch Grass,Loài,Species,
594,384.0,Digitaria timorensis,Túc hình đảo Timor,Timor Crabgrass,Loài,Species,
595,384.0,Sporobolus tenuissimus,Xạ tử rất nhỏ,Slender Dropseed,Loài,Species,
596,385.0,Typha angustifolia,Bồn bồn,Narrowleaf Cattail,Loài,Species,
597,423.0,Indigofera trifoliata,Vu sa,Trifoliate Indigo,Loài,Species,
598,441.0,Pontederia crassipes,Lục bình,Water Hyacinth,Loài,Species,
599,376.0,Cleome chelidonii,Màn ri,Asian Spider Flower,Loài,Species,
600,381.0,Calophyllum inophyllum,Mù u,"Alexandrian Laurel, Beauty Leaf",Loài,Species,
601,386.0,Flagellaria indica,Mây nước,Supplejack,Loài,Species,
602,397.0,Basella alba,Mồng tơi,"Malabar Spinach, Ceylon Spinach",Loài,Species,
603,397.0,Basella alba var. rubra,Mồng tơi tía,Red Malabar Spinach,Loài,Species,
604,392.0,Melastoma affine,Mua láng,Blue Tongue,Loài,Species,
605,428.0,Annona glabra,Bình bát,"Pond Apple, Alligator Apple",Loài,Species,
606,398.0,Nepenthes mirabilis,Nắp ấm,Tropical Pitcher Plant,Loài,Species,
607,389.0,Passiflora foetida,Nhãn lồng,"Stinking Passionflower, Wild Maracuja",Loài,Species,
608,430.0,Schefflera octophylla,Chân chim,"Ivy Tree, Dwarf Umbrella Tree",Loài,Species,
609,431.0,Cissus modeccoides,Chìa vôi,Rex Begonia Vine,Loài,Species,
610,431.0,Cayratia trifolia,Dây giác,Threeleaf Cayratia,Loài,Species,
611,431.0,Cissus quadrangularis,Hồ đằng bốn cạnh,"Veldt Grape, Square-stalked Vine",Loài,Species,
612,431.0,Cissus verticillata,Hồ đằng rễ mành,Princess Vine,Loài,Species,
613,418.0,Hemigraphis glaucescens,Bán tự mốc,Glaucous Hemigraphis,Loài,Species,
614,418.0,Hemigraphis brunelloides,Bán tự vườn,Brunella Hemigraphis,Loài,Species,
615,418.0,Hygrophila salicifolia,Đình lịch,Willow-leaved Hygrophila,Loài,Species,
616,418.0,Asystasia gangetica,Gan heo,"Chinese Violet, Ganges Primrose",Loài,Species,
617,418.0,Rungia pierrei,Rưng,Pierre's Rungia,Loài,Species,
618,418.0,Ruellia tuberosa,Trái nổ,"Minnieroot, Fever Root",Loài,Species,
619,399.0,Glinus oppositifolius,Rau đắng đất,Opposite-leaved Carpetweed,Loài,Species,
620,419.0,Dolichandrone spathacea,Quao,Mangrove Trumpet Tree,Loài,Species,
621,405.0,Nephrolepis radicans,Ráng thận lân đâm rễ,Trailing Sword Fern,Loài,Species,
622,405.0,Nephrolepis hirsutula,Ráng thận lân có lông,Hairy Sword Fern,Loài,Species,
623,406.0,Stenochlaena palustris,Choại,Climbing Fern,Loài,Species,
624,406.0,Telmatoblechnum serrulatum,Dớn,Oriental Water Fern,Loài,Species,
625,407.0,Christella parasitica,Ráng cù lần,Parasitic Fern,Loài,Species,
626,371.0,Marsilea quadrifolia,Rau bợ,"Four-leaf Clover Fern, Water Clover",Loài,Species,
627,393.0,Ludwigia adscendens,Rau dừa nước,Water Primrose,Loài,Species,
628,393.0,Ludwigia octovalvis,Rau mương,Willow Primrose,Loài,Species,
629,400.0,Persicaria pulchra,Nghể,Creeping Smartweed,Loài,Species,
630,401.0,Portulaca oleracea,Sam,Common Purslane,Loài,Species,
631,442.0,Commelina diffusa,Rau trai,Spreading Dayflower,Loài,Species,
632,435.0,Pistia stratiotes,Bèo tai tượng,Water Lettuce,Loài,Species,
633,435.0,Colocasia esculenta,Môn nước,Taro,Loài,Species,
634,435.0,Homalomena occulta,Thiên niên kiện,Shield Plant,Loài,Species,
635,432.0,Leea rubra,Củ rối,Red Leea,Loài,Species,
636,420.0,Utricularia aurea,Nhĩ cán vàng,Golden Bladderwort,Loài,Species,
637,394.0,Melaleuca cajuputi,Tràm,"Cajuput Tree, White Samet",Loài,Species,
638,394.0,Syzygium lineatum,Trâm khế,Lined Water Apple,Loài,Species,
639,394.0,Syzygium oblata,Trâm rộng,Sea Apple,Loài,Species,
640,438.0,Nymphaea nouchali,Súng lam,Blue Water Lily,Loài,Species,
641,438.0,Nymphaea lotus,Súng trắng,White Lotus,Loài,Species,
642,439.0,Dendrophthoe pentandra,Chùm gửi,Mistletoe,Loài,Species,
643,421.0,Premna serratifolia,Cách,False Elder,Loài,Species,
644,421.0,Lantana camara,Trâm ổi,"Lantana, Spanish Flag",Loài,Species,
645,421.0,Gmelina asiatica,Tu hú,Asian Bushbeech,Loài,Species,
646,437.0,Antidesma ghaesembilla,Chòi mòi,Wild Gooseberry,Loài,Species,
647,437.0,Euphorbia hirta,Cỏ sửa lông,"Asthma Plant, Pill-bearing Spurge",Loài,Species,
648,437.0,Euphorbia heyneana,Cỏ sữa tròn,Heyne's Spurge,Loài,Species,
649,437.0,Phyllanthus amarus,Diệp hạ châu đắng,"Stonebreaker, Carry Me Seed",Loài,Species,
650,437.0,Margaritaria indica,Diệp hạ châu Ấn,Phyllanthus,Loài,Species,
651,437.0,Glochidion littorale,Múi,Coastal Glochidion,Loài,Species,
652,437.0,Phyllanthus reticulatus,Phèn đen,Netted Phyllanthus,Loài,Species,
653,437.0,Ricinus communis,Thầu dầu,"Castor Bean, Castor Oil Plant",Loài,Species,
654,426.0,Hoya carnosa,Cẩm cù,"Wax Plant, Porcelain Flower",Loài,Species,
655,426.0,Hoya pottsii,Cẩm cù,Potts' Hoya,Loài,Species,
656,426.0,Tylophora flexuosa,Đầu đài mảnh,Flexible Tylophora,Loài,Species,
657,402.0,Phytolacca acinosa,Thương lục,Indian Pokeweed,Loài,Species,
658,429.0,Tinospora crispa,Dây cóc,Boraphet,Loài,Species,
659,429.0,Tiliacora triandra,Sương sâm,Yanang,Loài,Species,
660,408.0,Asplenium longissimum,Dớn lông,Long Spleenwort,Loài,Species,
661,408.0,Asplenium nidus,Ráng U Minh,Bird's Nest Fern,Loài,Species,
662,375.0,Cuscuta australis,Dây tơ hồng,Australian Dodder,Loài,Species,
663,436.0,Sagittaria sagittifolia,Rau mác,Arrowhead,Loài,Species,
664,424.0,Alstonia spatulata,Mốp,Spoon-leaved Alstonia,Loài,Species,
665,412.0,Heliotropium indicum,Vòi voi,Indian Heliotrope,Loài,Species,
666,396.0,Celosia argentea,Mào gà trắng,Cockscomb,Loài,Species,
667,396.0,Celosia palmeri,Mào gà tía,Wool Flower,Loài,Species,
668,428.0,Annona muricata,Mãng cầu,"Soursop, Prickly Custard Apple",Loài,Species,
669,384.0,Digitaria radicosa,Túc hình rễ,"Hoary Crabgrass, Slender Crabgrass",Loài,Species,
670,425.0,Oldenlandia corymbosa,Cóc mẵn,"Old World Diamond-flower, Flat-top Flaveria",Loài,Species,
671,417.0,Torenia crustacea,Dây lưỡi đồng,"Malaysian Eye, Blue Wishbone Flower",Loài,Species,
672,414.0,Trema politoria,Bố rừng,"Rough-leaved Trema, Charcoal Tree",Loài,Species,
673,431.0,Causonis trifolia,Dây vác,"Three-leaved Cayratia, Bush Grape",Loài,Species,
674,387.0,Acmella oleracea,Cúc áo hoa vàng,"Spotflower, brazil cress, wild buttercup",Loài,Species,
